"Interval start","All packets","TCP errors"
0,60,0
0.01,0,0
0.02,0,0
0.03,0,0
0.04,0,0
0.05,0,0
0.06,0,0
0.07,0,0
0.08,0,0
0.09,0,0
0.1,0,0
0.11,0,0
0.12,0,0
0.13,0,0
0.14,0,0
0.15,0,0
0.16,0,0
0.17,0,0
0.18,0,0
0.19,0,0
0.2,0,0
0.21,0,0
0.22,0,0
0.23,0,0
0.24,0,0
0.25,0,0
0.26,0,0
0.27,0,0
0.28,0,0
0.29,0,0
0.3,0,0
0.31,0,0
0.32,0,0
0.33,0,0
0.34,0,0
0.35,0,0
0.36,0,0
0.37,0,0
0.38,0,0
0.39,0,0
0.4,0,0
0.41,0,0
0.42,0,0
0.43,0,0
0.44,0,0
0.45,0,0
0.46,0,0
0.47,0,0
0.48,0,0
0.49,0,0
0.5,0,0
0.51,0,0
0.52,0,0
0.53,0,0
0.54,0,0
0.55,0,0
0.56,0,0
0.57,0,0
0.58,0,0
0.59,0,0
0.6,0,0
0.61,0,0
0.62,0,0
0.63,0,0
0.64,0,0
0.65,0,0
0.66,0,0
0.67,0,0
0.68,0,0
0.69,0,0
0.7,0,0
0.71,0,0
0.72,0,0
0.73,0,0
0.74,0,0
0.75,0,0
0.76,0,0
0.77,0,0
0.78,0,0
0.79,0,0
0.8,0,0
0.81,0,0
0.82,0,0
0.83,0,0
0.84,0,0
0.85,0,0
0.86,0,0
0.87,0,0
0.88,0,0
0.89,0,0
0.9,0,0
0.91,0,0
0.92,0,0
0.93,0,0
0.94,0,0
0.95,0,0
0.96,0,0
0.97,0,0
0.98,0,0
0.99,0,0
1,0,0
1.01,0,0
1.02,0,0
1.03,0,0
1.04,0,0
1.05,0,0
1.06,0,0
1.07,0,0
1.08,0,0
1.09,0,0
1.1,0,0
1.11,0,0
1.12,0,0
1.13,0,0
1.14,0,0
1.15,0,0
1.16,0,0
1.17,0,0
1.18,0,0
1.19,0,0
1.2,0,0
1.21,0,0
1.22,0,0
1.23,0,0
1.24,0,0
1.25,0,0
1.26,0,0
1.27,0,0
1.28,0,0
1.29,0,0
1.3,0,0
1.31,0,0
1.32,0,0
1.33,0,0
1.34,0,0
1.35,0,0
1.36,0,0
1.37,0,0
1.38,0,0
1.39,0,0
1.4,0,0
1.41,0,0
1.42,0,0
1.43,0,0
1.44,0,0
1.45,0,0
1.46,0,0
1.47,0,0
1.48,0,0
1.49,0,0
1.5,0,0
1.51,0,0
1.52,0,0
1.53,0,0
1.54,0,0
1.55,0,0
1.56,0,0
1.57,0,0
1.58,0,0
1.59,0,0
1.6,0,0
1.61,0,0
1.62,0,0
1.63,0,0
1.64,0,0
1.65,0,0
1.66,0,0
1.67,0,0
1.68,0,0
1.69,0,0
1.7,0,0
1.71,0,0
1.72,0,0
1.73,0,0
1.74,0,0
1.75,0,0
1.76,0,0
1.77,0,0
1.78,0,0
1.79,0,0
1.8,0,0
1.81,0,0
1.82,0,0
1.83,0,0
1.84,0,0
1.85,0,0
1.86,0,0
1.87,0,0
1.88,0,0
1.89,0,0
1.9,0,0
1.91,0,0
1.92,0,0
1.93,0,0
1.94,0,0
1.95,0,0
1.96,0,0
1.97,0,0
1.98,0,0
1.99,0,0
2,0,0
2.01,0,0
2.02,0,0
2.03,0,0
2.04,0,0
2.05,0,0
2.06,0,0
2.07,0,0
2.08,0,0
2.09,0,0
2.1,0,0
2.11,0,0
2.12,0,0
2.13,0,0
2.14,0,0
2.15,0,0
2.16,0,0
2.17,0,0
2.18,0,0
2.19,0,0
2.2,0,0
2.21,0,0
2.22,0,0
2.23,0,0
2.24,0,0
2.25,0,0
2.26,0,0
2.27,0,0
2.28,0,0
2.29,0,0
2.3,0,0
2.31,0,0
2.32,0,0
2.33,0,0
2.34,0,0
2.35,0,0
2.36,0,0
2.37,0,0
2.38,0,0
2.39,0,0
2.4,0,0
2.41,0,0
2.42,0,0
2.43,0,0
2.44,0,0
2.45,0,0
2.46,0,0
2.47,0,0
2.48,0,0
2.49,0,0
2.5,0,0
2.51,0,0
2.52,0,0
2.53,0,0
2.54,0,0
2.55,0,0
2.56,0,0
2.57,0,0
2.58,0,0
2.59,0,0
2.6,0,0
2.61,0,0
2.62,0,0
2.63,0,0
2.64,0,0
2.65,0,0
2.66,0,0
2.67,0,0
2.68,0,0
2.69,0,0
2.7,0,0
2.71,0,0
2.72,0,0
2.73,0,0
2.74,0,0
2.75,0,0
2.76,0,0
2.77,0,0
2.78,84,0
2.79,148,0
2.8,34982,0
2.81,80580,0
2.82,83278,0
2.83,91306,0
2.84,99008,0
2.85,97494,0
2.86,88146,0
2.87,80736,52
2.88,88944,63
2.89,82090,0
2.9,71228,1
2.91,86632,0
2.92,83538,0
2.93,105196,0
2.94,95914,0
2.95,91306,0
2.96,91240,0
2.97,92820,0
2.98,100588,0
2.99,92820,0
3,100522,0
3.01,88212,0
3.02,97428,0
3.03,103616,0
3.04,95980,0
3.05,103616,0
3.06,95914,0
3.07,88212,0
3.08,106710,0
3.09,99008,0
3.1,108290,0
3.11,85118,0
3.12,103616,0
3.13,51084,0
3.14,29360,0
3.15,52598,0
3.16,88212,0
3.17,78864,0
3.18,60366,0
3.19,102102,0
3.2,68068,0
3.21,86632,0
3.22,86632,0
3.23,85052,0
3.24,86632,0
3.25,85118,0
3.26,97428,0
3.27,92820,0
3.28,102102,0
3.29,94400,0
3.3,102102,0
3.31,97428,0
3.32,102102,0
3.33,106776,0
3.34,99008,0
3.35,85052,0
3.36,97494,0
3.37,103616,0
3.38,91306,0
3.39,61880,0
3.4,83538,0
3.41,78864,0
3.42,91306,0
3.43,91240,0
3.44,91306,0
3.45,97428,0
3.46,75770,0
3.47,63460,0
3.48,60366,0
3.49,66488,0
3.5,77350,0
3.51,58786,0
3.52,71162,0
3.53,69648,0
3.54,63394,0
3.55,68068,0
3.56,61880,0
3.57,69648,0
3.58,64974,0
3.59,71162,0
3.6,72676,0
3.61,61880,0
3.62,72676,0
3.63,69648,0
3.64,69648,0
3.65,75770,0
3.66,57272,0
3.67,63394,0
3.68,68068,0
3.69,75770,0
3.7,66554,0
3.71,64974,0
3.72,69648,0
3.73,71162,0
3.74,64974,0
3.75,71162,0
3.76,69582,0
3.77,66554,0
3.78,49504,0
3.79,4608,0
3.8,47990,0
3.81,52598,0
3.82,58720,0
3.83,55758,0
3.84,43316,0
3.85,72676,0
3.86,75836,0
3.87,64974,0
3.88,77350,0
3.89,63394,0
3.9,75836,0
3.91,72676,0
3.92,72742,0
3.93,74256,0
3.94,72676,0
3.95,78930,0
3.96,57206,0
3.97,63460,0
3.98,71162,0
3.99,68068,0
4,57206,0
4.01,72742,0
4.02,49504,0
4.03,54112,0
4.04,63460,0
4.05,64974,0
4.06,69582,0
4.07,55692,0
4.08,49504,0
4.09,44896,0
4.1,41736,0
4.11,52598,0
4.12,38708,0
4.13,46410,0
4.14,47924,0
4.15,46410,0
4.16,52598,0
4.17,43316,0
4.18,43316,0
4.19,47990,0
4.2,29360,0
4.21,51084,0
4.22,47924,0
4.23,51018,0
4.24,54178,0
4.25,46410,0
4.26,54178,0
4.27,49504,0
4.28,54112,0
4.29,54178,0
4.3,54112,0
4.31,58786,0
4.32,49504,0
4.33,52598,0
4.34,51084,0
4.35,55692,0
4.36,57206,0
4.37,52598,0
4.38,58786,0
4.39,60366,0
4.4,52598,0
4.41,0,0
4.42,21658,0
4.43,52598,0
4.44,44830,0
4.45,41802,0
4.46,47924,0
4.47,54178,0
4.48,51018,0
4.49,52598,0
4.5,43316,0
4.51,58786,0
4.52,51084,0
4.53,58786,0
4.54,47924,0
4.55,57272,0
4.56,61880,0
4.57,52598,0
4.58,55692,0
4.59,58786,0
4.6,60300,0
4.61,54178,0
4.62,41736,0
4.63,51084,0
4.64,51018,0
4.65,55692,0
4.66,54178,0
4.67,37128,0
4.68,37128,0
4.69,30940,0
4.7,29360,0
4.71,49504,0
4.72,38708,0
4.73,46410,0
4.74,47924,0
4.75,41802,0
4.76,47924,0
4.77,37128,0
4.78,44896,0
4.79,23172,0
4.8,41802,0
4.81,44830,0
4.82,43316,0
4.83,46410,0
4.84,49504,0
4.85,43316,0
4.86,46410,0
4.87,43316,0
4.88,47990,0
4.89,47924,0
4.9,44896,0
4.91,44830,0
4.92,41802,0
4.93,47924,0
4.94,46410,0
4.95,47990,0
4.96,43316,0
4.97,43316,0
4.98,49438,0
4.99,46476,0
5,47924,0
5.01,44896,0
5.02,41736,0
5.03,46410,0
5.04,49504,0
5.05,44896,0
5.06,46410,0
5.07,35548,0
5.08,46410,0
5.09,49504,0
5.1,43316,0
5.11,47990,0
5.12,40222,0
5.13,44830,0
5.14,51084,0
5.15,46410,0
5.16,47924,0
5.17,40222,0
5.18,43316,0
5.19,51084,0
5.2,38642,0
5.21,44896,0
5.22,37128,0
5.23,43316,0
5.24,49504,0
5.25,49504,0
5.26,46410,0
5.27,41736,0
5.28,43316,0
5.29,47990,0
5.3,47924,0
5.31,44896,0
5.32,41736,0
5.33,44896,0
5.34,47924,0
5.35,41802,0
5.36,49504,0
5.37,40222,0
5.38,44830,0
5.39,44896,0
5.4,43316,0
5.41,47924,0
5.42,38708,0
5.43,46410,0
5.44,46410,0
5.45,44830,0
5.46,49504,0
5.47,43316,0
5.48,44896,0
5.49,46410,0
5.5,46410,0
5.51,49438,0
5.52,44896,0
5.53,24752,0
5.54,51084,0
5.55,46410,0
5.56,47924,0
5.57,46410,0
5.58,44830,0
5.59,49570,0
5.6,44830,0
5.61,46410,0
5.62,45028,0
5.63,17050,0
5.64,43316,0
5.65,41736,0
5.66,44896,0
5.67,38642,0
5.68,37128,0
5.69,49504,0
5.7,27846,0
5.71,46410,0
5.72,44896,0
5.73,37062,0
5.74,37128,0
5.75,46476,0
5.76,43316,0
5.77,47924,0
5.78,40222,0
5.79,47990,0
5.8,46410,0
5.81,46410,0
5.82,47924,0
5.83,38708,0
5.84,46410,0
5.85,49438,0
5.86,46476,0
5.87,43316,0
5.88,40156,0
5.89,47990,0
5.9,47990,0
5.91,49504,0
5.92,46410,0
5.93,43316,0
5.94,47924,0
5.95,47990,0
5.96,47924,0
5.97,35614,0
5.98,40222,0
5.99,44830,0
6,41802,0
6.01,49504,0
6.02,46410,0
6.03,43316,0
6.04,49504,0
6.05,44830,0
6.06,49504,0
6.07,44896,0
6.08,40222,0
6.09,47924,0
6.1,41802,0
6.11,51084,0
6.12,49504,0
6.13,41802,0
6.14,46410,0
6.15,37128,0
6.16,41736,0
6.17,44896,0
6.18,37128,0
6.19,43316,0
6.2,30940,0
